ROI,Accumulated Distance,Euclidean Distance
ROI_1: 2346.3628864043285 micrometers, 182.21724671391564 micrometers
ROI_2: 1503.826052352028 micrometers, 70.71067811865476 micrometers
ROI_3: 1369.816894937065 micrometers, 212.22408557937058 micrometers
ROI_4: 1861.061444282529 micrometers, 31.25 micrometers
Mean Accumulated Distance: 1770.266819493988 micrometers
Mean Euclidian Distance: 124.10050260298524 micrometers
